plant_id,plant_sp,host,length,width,height,vol_cub,vol_ell,ln.vol_cub,x,y,t0_length_b1,t0_length_b2,t0_length_b3,t1_length_b1,t1_length_b2,t1_length_b3,b1_growth,b2_growth,b3_growth,avg_growth,no_flwrs_b1,no_flwrs_b2,no_flwrs_b3,avg_no_flwrs,int_herb,cn_ratio,mas,slopes,no_chew_4,a_chew_herb,a_suck_herb,biomass,no_any,no_any_4,no_any_5,no_any_6,no_any_7,no_any_8,no_any_9,no_any_10,no_tim,no_grn_tim,no_str_tim,no_tim_gs,no_red_tim,mal,no_tim_4,no_tim_5,no_tim_6,no_tim_7,no_tim_8,no_tim_9,no_tim_10,no_art,no_art_4,no_art_5,no_art_6,no_art_7,no_art_8,no_art_9,no_art_10,no_herb,no_herb_4,no_herb_5,no_herb_6,no_herb_7,no_herb_8,no_herb_9,no_herb_10,no_art_herb,no_art_herb_4,no_art_herb_5,no_art_herb_6,no_art_herb_7,no_art_herb_8,no_art_herb_9,no_art_herb_10,no_carn,no_carn_4,no_carn_5,no_carn_6,no_carn_7,no_carn_8,no_carn_9,no_carn_10,no_lep,no_lep_4,no_lep_5,no_lep_6,no_lep_7,no_lep_8,no_lep_9,no_lep_10,rich_art,rich_art_4,rich_art_5,rich_art_6,rich_art_7,rich_art_8,rich_art_9,rich_art_10,con_2N,con_2N_A,con_2N_C,con_vol,con_vol_A,con_vol_C,con_tim,con_tim_A,con_tim_C,con_gp_A,con_gp_C,q2N_A,q2N_C,con_grn_A,con_grn_C,con_str_A,con_str_C,con_any,con_any4,con_any5,con_any6,con_any7,con_any8,con_any9,con_any10,con_tim4,con_tim5,con_tim6,con_tim7,con_tim8,con_tim9,con_tim10,con_art,con_art4,con_art5,con_art6,con_art7,con_art8,con_art9,con_art10,con_herb,con_herb4,con_herb5,con_herb6,con_herb7,con_herb8,con_herb9,con_herb10,con_art_herb,con_art_herb4,con_art_herb5,con_art_herb6,con_art_herb7,con_art_herb8,con_art_herb9,con_art_herb10,con_carn,con_carn4,con_carn5,con_carn6,con_carn7,con_carn8,con_carn9,con_carn10,con_lep,con_lep4,con_lep5,con_lep6,con_lep7,con_lep8,con_lep9,con_lep10
31,Ceanothus,C,6,6,24,864,3619.114737,6.761572769,68.37424126,23.61036159,40,40,40,116,73,81,76,33,41,50,0,0,0,0,NA,NA,0,NA,2,NA,NA,0,2,2,2,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745369199,1.787556475,0.751666508,6.005090297,18.20413152,8.26598145,0.19785545,6.953443239,1.453045226,2.446347464,1.084955731,0.35181814,0.746677193,2.110882892,1.081252523,3.71430423,0.365852916,1.249636429,1.128973699,1.020545042,0.91907683,0.69077819,0.653227652,0.591764578,0.506412595,0.197361508,0.197361508,0.197356956,0.197356956,0.197356956,0.197356543,0.18717177,1.051781219,0.931612191,0.823183534,0.721719874,0.493421235,0.455870696,0.394408035,0.319240825,0.859301092,0.84508178,0.82669507,0.744436565,0.66761901,0.630260217,0.568799602,0.483575398,0.661445881,0.647720272,0.629333562,0.547079609,0.470262054,0.432903261,0.371443059,0.296403628,0.105005155,0.081938922,0.023831389,0.022907615,0.022710037,0.022709472,0.022709469,0.022709469,0.550064691,0.549813075,0.545548494,0.486559067,0.43556942,0.398459409,0.371309442,0.296289576
32,Adenostoma,A,6,6,24,864,3619.114737,6.761572769,70.52042854,32.09395107,25,47,27,57,175,96,32,128,69,76.33333333,,,,,NA,NA,0,NA,0,1.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276790175,1.697538902,0.794252975,2.346742221,17.92049717,8.323963128,0.086780474,9.303224185,0.969260789,4.014796498,0.600097857,0.431548936,0.619129406,3.579881477,0.595802182,4.676385406,0.366534394,0.729623544,0.649942282,0.607102317,0.544328368,0.427522504,0.375399308,0.317254383,0.24030349,0.086773453,0.086773453,0.086773377,0.086773377,0.086773377,0.086773344,0.083247038,0.642843075,0.563168829,0.520328863,0.457554991,0.340749127,0.288625931,0.230481039,0.157056453,0.594517494,0.556726231,0.552152363,0.510924543,0.412113508,0.360010449,0.301865724,0.224918467,0.507737025,0.469952778,0.46537891,0.424151166,0.325340131,0.273237072,0.215092381,0.14167143,0.049687059,0.039979575,0.015877663,0.015690701,0.015381416,0.015381341,0.015381341,0.015381341,0.401525113,0.390015239,0.389280538,0.359219135,0.292425379,0.240336063,0.214787669,0.141369176
33,Adenostoma,A,55,40,48,105600,442336.2456,11.56741365,64.74130152,29.47395539,,,,,,,,,,,,,,,NA,NA,0,-0.226065745,11,2.5,6,0.034818597,12,12,12,12,7,5,4,2,2,0,1,1,0,0,2,2,2,2,2,2,2,10,10,10,10,5,3,2,0,12,12,12,12,7,5,4,2,10,10,10,10,5,3,2,0,0,0,0,0,0,0,0,0,9,9,9,9,5,3,2,0,3,3,3,3,0,0,0,0,1.310854627,0.860954788,0.347721976,11.4871117,9.032802837,3.762199498,0.719282819,4.309347298,0.694760013,2.045595395,0.394315149,0.474687987,0.567555907,1.812980292,0.392979503,2.010542652,0.299898901,5.105704767,4.355318789,3.821682782,2.923131282,2.700168086,2.511690831,2.258786927,1.823735059,0.71922258,0.71922258,0.719221637,0.719221637,0.719221637,0.71922139,0.640688461,4.386422012,3.636096209,3.102460202,2.203909645,1.980946448,1.792469194,1.539565537,1.183046598,3.304774375,3.21382419,3.107568513,2.445501275,2.333779796,2.145723644,1.892824478,1.457830192,2.585491621,2.49460161,2.388345934,1.726279637,1.614558158,1.426502006,1.173603088,0.817141731,0.65812767,0.467018732,0.372740613,0.369696146,0.365847845,0.365846868,0.365846864,0.365846864,1.946814911,1.942638681,1.925245031,1.525363048,1.514084314,1.326133516,1.17324591,0.816831674
34,Adenostoma,A,32,24,48,36864,154415.5621,10.51499074,63.42414409,28.69885378,21,37,25,35,124,72,14,87,47,49.33333333,,,,,NA,23.45336108,0,0.034942761,5,0.5,3.5,0.111099333,12,10,9,6,6,5,5,4,0,0,0,0,0,NA,0,0,0,0,0,0,0,12,10,9,6,6,5,5,4,6,6,6,4,4,3,3,2,6,6,6,4,4,3,3,2,2,2,2,2,2,2,2,2,5,5,5,4,4,3,3,2,7,6,5,2,2,2,2,2,1.183139323,0.658646468,0.561014241,11.04087818,6.778465646,6.38293051,1.814271967,3.402693523,0.848056394,1.194064029,0.556092651,0.350917302,0.655726029,1.015096108,0.54252203,1.804706706,0.281715557,6.840391208,6.094389514,5.462976416,4.919329203,3.581743561,3.210853389,2.701935109,2.024643472,1.8141739,1.8141739,1.814172159,1.814172159,1.814172158,1.814171766,1.649614736,5.026119366,4.280215614,3.648802516,3.105157044,1.767571402,1.396681231,0.887763342,0.375028736,5.558741799,5.385066608,5.158906247,4.719973034,3.580526751,3.21049588,2.70158777,2.024409403,3.744469958,3.570892708,3.344732347,2.905800875,1.766354592,1.396323722,0.887416004,0.374794666,0.473393516,0.098255028,0.012255855,0.005913129,0.000121936,0.00012025,0.000120242,0.000120242,2.767735863,2.765375714,2.728117301,2.457204457,1.707643332,1.337785768,0.886847387,0.374324215
35,Ceanothus,C,72,96,96,663552,2779480.118,13.4053625,62.10342693,27.46311792,40,40,,40,73,,0,33,,16.5,0,1,,0.5,10,18.99587774,0,-0.020964753,10,NA,NA,0.057818828,20,16,13,11,9,9,8,7,8,6,2,8,0,0.75,8,8,8,8,8,8,7,12,8,5,3,1,1,0,0,14,13,12,10,9,9,8,7,6,5,4,2,1,1,0,0,2,0,0,0,0,0,0,0,2,2,2,1,1,1,0,0,12,8,5,3,1,1,0,0,1.005369121,1.196486016,0.645675289,8.824168901,12.82654048,7.038527385,0.418135461,6.921838974,1.145081239,2.607785361,0.569412943,0.376747476,0.497268599,2.330512597,0.557031411,3.697977987,0.565335195,4.579231772,4.122478429,3.699810252,2.908297544,2.371891782,2.056824855,1.832412036,1.419297525,0.417943335,0.417943335,0.417939406,0.417939406,0.417939405,0.417938709,0.41149704,4.161096605,3.704535094,3.281866917,2.490358138,1.953952375,1.63888545,1.414473326,1.007800485,3.138510291,3.118111348,2.961280703,2.548887827,2.051391347,1.738120653,1.513732225,1.100852142,2.720375124,2.700168013,2.543337368,2.130948421,1.633451941,1.320181247,1.095793515,0.689355102,0.502934802,0.443246589,0.339473104,0.325049223,0.318213475,0.318210625,0.318210604,0.318210604,2.246744859,2.245709445,2.1584958,1.924426853,1.60288501,1.289919526,1.094622991,0.688410798
36,Adenostoma,A,20,6,12,1440,6031.857895,7.272398393,59.33029272,27.20569974,29,15,19,67,100,110,38,85,91,71.33333333,,,,,NA,24.28035427,0,0,0,0.25,2,0.0421,3,3,3,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,3,3,3,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0.753611171,0.775298071,0.534698745,7.515291971,8.076411354,5.926633049,1.251891432,3.193858535,0.903694861,0.98220481,0.342185132,0.307529216,0.378651187,0.873321602,0.331769754,1.922690009,0.557908371,5.464847513,4.7561893,3.583748966,3.04581308,2.630334151,2.523970322,2.14927959,1.878329137,1.251682684,1.251682684,1.251676049,1.251676049,1.251676045,1.251674523,1.140856532,4.212956672,3.504506616,2.332066282,1.794137031,1.378658102,1.272294277,0.897605067,0.737472605,4.026112356,3.864771036,3.204252774,2.789437329,2.531950119,2.432722407,2.058118507,1.788029006,2.774221515,2.613088352,1.95257009,1.537761281,1.280274071,1.181046363,0.806443984,0.647172474,0.730548713,0.422392225,0.158988711,0.104535459,0.089447566,0.089439016,0.089438947,0.089438947,1.916969935,1.916500069,1.60261572,1.397442388,1.268325649,1.170073122,0.802828694,0.644381427
37,Ceanothus,C,24,16,32,12288,51471.85404,9.416378455,57.95478761,25.98258278,40,40,40,140,95,136,100,55,96,83.66666667,0,0,0,0,4,18.14564432,0,-0.011262362,5,NA,NA,0.335195092,7,7,3,3,3,3,2,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,7,7,3,3,3,3,2,2,6,6,3,3,3,3,2,2,6,6,3,3,3,3,2,2,1,1,0,0,0,0,0,0,5,5,3,3,3,3,2,2,7,7,3,3,3,3,2,2,0.741239973,1.509012818,0.80333199,7.137660484,15.5412431,9.106668551,1.026419888,4.764713627,1.490381647,1.389339518,1.064851738,0.291589302,0.714482589,1.23479636,1.057150438,2.969661667,0.420058336,4.144969965,3.519870392,2.911263038,2.104740418,1.712721254,1.639055428,1.507156012,1.360084567,1.026082961,1.026082961,1.026069034,1.026069034,1.026069026,1.026066127,0.972786086,3.11855142,2.493787431,1.885180077,1.078671384,0.686652221,0.612986403,0.481089885,0.387298481,2.723791423,2.535474076,2.273191068,1.958330305,1.65619492,1.597057048,1.465371973,1.320073456,1.697372878,1.509391115,1.247108108,0.932261271,0.630125886,0.570988023,0.439305846,0.34728737,0.667464023,0.400004217,0.179977775,0.051678195,0.038256541,0.038242841,0.038242668,0.038242668,0.806992662,0.806792951,0.804561739,0.690516249,0.616101303,0.558857238,0.430536939,0.340498604
38,Ceanothus,C,24,16,36,13824,57905.83579,9.534161491,56.99489899,22.17896019,,,,,,,,,,,,,,,6,23.99908999,0,0,2,NA,NA,0.018281725,3,2,2,2,2,2,2,2,1,0,1,1,0,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0.54230333,1.813842096,0.888964717,5.671929654,19.44085124,9.496137901,1.104709306,7.610262179,1.96965342,2.78656474,1.115491757,0.366158836,0.566339106,2.509544855,1.104448058,4.136232188,0.848944013,3.731847269,3.301266874,2.382079074,1.886794039,1.713164596,1.650332934,1.551905699,1.492651199,1.102987626,1.102987626,1.102889091,1.102889091,1.102889077,1.102872988,1.087761318,2.627147377,2.198279248,1.279091448,0.783904948,0.610275504,0.547443858,0.449032712,0.404889881,2.724083049,2.585951979,2.123525922,1.822410488,1.678020619,1.629143483,1.531436873,1.474447765,1.619383157,1.482964353,1.020538296,0.719521397,0.575131527,0.526254407,0.428563885,0.386686448,0.634487323,0.448935002,0.101806359,0.022507098,0.015995064,0.015958735,0.015957979,0.015957979,0.782238702,0.782199744,0.66519802,0.6043082,0.536104348,0.489751889,0.393096084,0.356469987
39,Ceanothus,C,44,48,64,135168,566190.3944,11.81427373,55.82980672,23.24591325,40,40,40,80,100,55,40,60,15,38.33333333,1,1,2,1.333333333,4,21.36177655,0,NA,3,NA,NA,0.011951054,6,6,4,3,3,3,3,3,3,1,2,3,0,0.333333333,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,5,5,4,3,3,3,3,3,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0.64047735,1.659459844,0.889415266,6.35399168,17.0160902,9.799865951,0.73152879,4.338364697,2.204605149,1.291541936,1.422855772,0.297702482,0.645401637,1.140963296,1.407229996,2.692651092,0.774739628,3.932498764,3.150006535,2.366779182,1.897570487,1.67331247,1.586254507,1.450543349,1.366102379,0.730676845,0.730676845,0.730614219,0.730614219,0.730614193,0.730601532,0.716288868,3.200976902,2.41932969,1.636102337,1.166956268,0.942698251,0.855640314,0.719941817,0.649813512,2.601883523,2.390718242,1.98452414,1.801866982,1.621507596,1.564077311,1.429396167,1.349276334,1.87036166,1.660041397,1.253847295,1.071252762,0.890893377,0.833463117,0.698794635,0.632987466,0.710980384,0.43088406,0.171091711,0.024540514,0.012573153,0.012537808,0.012536892,0.012536892,1.150812326,1.150759857,1.003004505,0.923924398,0.83994969,0.787001349,0.653147618,0.595744026
40,Ceanothus,C,55,48,64,168960,707737.993,12.03741728,55.71561368,25.4283963,40,40,40,105,58,61,65,18,21,34.66666667,2,5,2,3,10,20.3724905,0,-0.094166768,2,NA,NA,0.035558499,7,5,3,2,2,2,2,2,1,0,1,1,0,0,1,1,1,1,1,1,1,6,4,2,1,1,1,1,1,4,3,2,2,2,2,2,2,3,2,1,1,1,1,1,1,3,2,1,0,0,0,0,0,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,0.687590594,0.108877353,0.717307688,6.811507011,1.019881191,7.62721639,0.935261034,0.006985086,2.028070977,0.000579995,1.233919697,0.083033385,0.608420371,0.000550798,1.223281954,0.006378009,0.790832852,4.076290326,3.734255531,2.760481996,2.162645851,1.901480276,1.788700932,1.531192379,1.405795277,0.934932764,0.934932764,0.93491155,0.93491155,0.934911524,0.934905898,0.912194778,3.141031768,2.799322767,1.825549232,1.227734302,0.966568726,0.853789408,0.596286482,0.493600498,3.079668128,3.015501145,2.429817856,2.021736777,1.833039841,1.7635779,1.506712756,1.386652422,2.144409571,2.080568381,1.494885092,1.086825227,0.898128292,0.828666376,0.571806859,0.474457643,0.476454138,0.347369122,0.046113076,0.033681724,0.0138576,0.013828222,0.013827726,0.013827726,1.285965659,1.285861154,1.031812479,0.937826019,0.868515804,0.804540296,0.548818881,0.457530471
41,Adenostoma,A,48,32,60,92160,386038.9053,11.43128148,60.56705732,32.04857787,23,20,20,,,,,,,,,,,,NA,23.93753418,0,-0.34657359,4,1,2.25,0.019646837,5,4,4,4,4,4,2,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,5,4,4,4,4,4,2,1,4,4,4,4,4,4,2,1,4,4,4,4,4,4,2,1,1,0,0,0,0,0,0,0,4,4,4,4,4,4,2,1,3,2,2,2,2,2,1,1,0.450083234,0.06074169,0.438540753,4.524785537,0.532008503,4.744519395,0.739071176,0.027898185,0.880580378,0.010854247,0.572836835,0.389066421,0.650521917,0.009525788,0.558190297,0.012891336,0.305098558,3.12431834,2.809834044,2.529897102,2.075070587,1.55014493,1.42741859,1.32597389,1.07346639,0.739050522,0.739050522,0.739049977,0.739049977,0.739049975,0.739048349,0.662729396,2.385247213,2.070783522,1.79084658,1.33602061,0.811094954,0.688368615,0.586925541,0.410736994,2.244550828,2.187480985,2.095155738,1.805493121,1.460740609,1.339913508,1.23848134,0.986209797,1.505479701,1.448430463,1.356105216,1.066443144,0.721690632,0.600863532,0.499432991,0.323480401,0.332630479,0.209557454,0.136670499,0.129032607,0.08702275,0.087014319,0.08701431,0.08701431,1.174247607,1.169827738,1.140783771,0.946828438,0.710469534,0.590272703,0.498220595,0.322424324
42,Ceanothus,C,48,44,55,116160,486569.8702,11.66272383,57.84407524,31.61102999,40,40,40,43,66,40,3,26,0,9.666666667,2,5,3,3.333333333,5,18.14449819,0,0,5,NA,NA,0.082153603,6,6,6,5,3,3,3,3,2,1,0,1,0,1,2,2,2,2,2,2,2,4,4,4,3,1,1,1,1,5,5,5,4,3,3,3,3,3,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,3,3,3,2,1,1,1,1,4,4,4,3,1,1,1,1,0.517769713,0.323327234,0.635829441,5.4493289,2.944710435,6.450135946,0.72368302,0.189654645,1.123469326,0.036096884,0.72133777,0.190329553,0.642062719,0.03579468,0.691910873,0.1533037,0.387383853,3.19383614,2.789105239,2.427503227,2.035175606,1.754133659,1.689908451,1.405504909,0.973438103,0.723657113,0.723657113,0.723656239,0.723656239,0.723656234,0.723652436,0.580605324,2.470153215,2.065448126,1.703846114,1.311519367,1.030477419,0.966252217,0.681852473,0.392832779,2.161582936,2.113957767,1.986554806,1.840259469,1.711571944,1.654092688,1.369728411,0.938533057,1.43790001,1.390300655,1.262897694,1.11660323,0.987915704,0.930436454,0.646075975,0.357927734,0.641924472,0.350136086,0.176688961,0.159633096,0.034041455,0.034011971,0.034011943,0.034011943,1.133778749,1.132407666,1.084940819,1.027538376,0.980162693,0.924294887,0.643915548,0.356229286
43,Ceanothus,C,80,60,80,384000,1608495.439,12.85839783,56.23644628,33.28973933,40,40,40,55,54,63,15,14,23,17.33333333,0,0,2,0.666666667,7,18.70847471,0,-0.026157435,5,NA,NA,0.057157686,9,8,7,6,5,5,5,3,3,1,2,3,0,0.333333333,3,3,3,3,3,3,2,6,5,4,3,2,2,2,1,5,5,5,5,5,5,5,3,2,2,2,2,2,2,2,1,3,2,1,1,0,0,0,0,2,2,2,2,2,2,2,1,6,5,4,3,2,2,2,1,0.355618855,0.264606984,0.299411398,3.735593295,2.307714288,3.381615333,0.459615464,0.076069904,1.819231263,0.034284174,1.107915634,0.450693017,0.609002086,0.033518185,1.071244062,0.041537199,0.697948717,1.856117708,1.717799902,1.602521755,1.313835691,0.986582504,0.938020584,0.805011731,0.707377432,0.459599857,0.459599857,0.459599444,0.459599444,0.459599436,0.459587996,0.453158502,1.396502295,1.258200045,1.142921898,0.854236247,0.52698306,0.478421149,0.345423735,0.254218931,1.47348423,1.445869656,1.378298711,1.148378291,0.965467112,0.92420617,0.791232549,0.694658857,1.013868817,0.986269799,0.918698854,0.688778847,0.505867668,0.464606734,0.331644553,0.241500356,0.135412297,0.052030951,0.026209738,0.015412776,0.011669553,0.011591154,0.011591128,0.011591128,0.817970294,0.81688553,0.798130916,0.638456564,0.494090628,0.45606833,0.327852378,0.238260152
44,Ceanothus,C,36,36,44,57024,238861.5726,10.95122751,53.90599892,27.77770621,,,,,,,,,,,,,,,14,23.78228101,0,NA,2,NA,NA,0.005314056,3,3,3,2,2,2,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,2,2,2,1,1,1,0,0,3,3,3,2,2,2,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,2,2,2,1,1,1,0,0,0.55652519,0.266874776,0.272808828,5.965903627,3.141501544,3.301420649,0.715373467,2.025549718,3.010541927,0.724136118,1.987510508,0.357501033,0.660183633,0.64597346,1.927730838,1.107765468,1.008654857,4.015008795,3.498118423,2.774561343,2.083545533,1.732065826,1.473399632,1.384818452,1.113515208,0.715242421,0.715242421,0.715235682,0.715235682,0.71523563,0.715229638,0.687841656,3.299636297,2.782876002,2.059318921,1.368309851,1.016830144,0.758164002,0.669588813,0.425673552,2.83838332,2.65489176,2.231668955,1.826496453,1.606680438,1.442484054,1.354515065,1.094545492,2.123010822,1.939649339,1.516426534,1.111260771,0.891444756,0.727248424,0.639285427,0.406703836,0.668345784,0.40332012,0.165553627,0.057552736,0.007724804,0.007640423,0.007639982,0.007639982,1.214696335,1.214513496,1.122651252,0.942034147,0.864307257,0.71192255,0.624823537,0.398399074
45,Ceanothus,C,32,32,64,65536,274516.5549,11.09035489,54.85318059,30.45815791,40,40,40,87,95,75,47,55,35,45.66666667,1,1,0,0.666666667,12,21.30476675,0,NA,1,NA,NA,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476108961,0.960165761,0.522691373,5.119421639,10.42816112,6.183548136,0.740624773,2.22825795,4.892763222,0.773068989,3.080103764,0.346938733,0.629522342,0.622251664,2.943459751,1.35948642,1.758860672,3.337080934,3.014981734,2.611161041,2.021028198,1.626293514,1.504550201,1.321448656,1.013580274,0.740574145,0.740574145,0.740572386,0.740572386,0.740572361,0.740565233,0.651105487,2.596456399,2.27440759,1.870586896,1.280455811,0.885721128,0.763977839,0.580883423,0.362474788,2.419490298,2.340423138,2.140370904,1.770087406,1.57589499,1.485265677,1.30232832,0.998698636,1.678865763,1.599848993,1.399796759,1.02951502,0.835322604,0.744693316,0.561763087,0.347593149,0.519398553,0.312307856,0.142977281,0.105412241,0.010680997,0.010581862,0.010581742,0.010581742,1.151398666,1.151040367,1.09782685,0.930996749,0.823495727,0.738120855,0.557153849,0.344717145
46,Ceanothus,C,72,30,64,138240,579058.3579,11.83674658,49.96615762,26.20479987,40,40,40,100,55,75,60,15,35,36.66666667,0,1,3,1.333333333,4,24.22721204,0,0.047803254,2,NA,NA,0.107201358,7,7,6,5,4,2,2,2,1,0,1,1,0,0,1,1,1,1,1,1,1,6,6,5,4,3,1,1,1,4,4,3,2,2,2,2,2,3,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,4,3,2,1,1,1,1,0.651968584,1.533860945,0.685252362,7.38740487,15.64950834,8.083334533,1.047164835,3.41388387,7.058901842,1.047893731,4.510191323,0.306950608,0.638936682,0.914542143,4.236626542,2.08510898,2.43833756,7.755122622,6.673006381,5.515180817,3.96266825,3.08663369,2.582520339,2.377315383,1.758089855,1.046629528,1.046629528,1.046617624,1.046617624,1.046617205,1.04659576,1.034835696,6.70796042,5.626376853,4.468551289,2.916050626,2.040016066,1.535903133,1.330719622,0.723254159,5.387992881,5.075781618,4.535612996,3.553540236,2.89318751,2.390307761,2.18899679,1.662238187,4.340830678,4.02915209,3.488983468,2.506922613,1.846569886,1.343690556,1.142401029,0.627402491,1.305221344,0.722119926,0.356983361,0.201455887,0.004070047,0.003825236,0.003822244,0.003822244,2.36308281,2.362581258,2.313722296,1.928213616,1.70256704,1.292659406,1.091679972,0.611414802
47,Ceanothus,C,64,32,60,122880,514718.5404,11.71896355,49.19608478,22.61907428,40,40,40,56,64,70,16,24,30,23.33333333,2,5,4,3.666666667,7,20.18558926,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751666508,0.791694989,0.610368741,8.26598145,7.923268642,7.093948158,1.453045226,1.709649969,5.086164498,0.432100443,2.923534818,0.252742053,0.574801468,0.380558198,2.892182259,1.150088911,2.162344675,10.99662152,8.705944227,6.928545014,5.222667325,4.095456069,3.573841417,3.249984776,2.490521563,1.452129361,1.452129361,1.452067675,1.452067675,1.452066957,1.452012196,1.430003537,9.543592214,7.253814865,5.476415652,3.77059965,2.643388394,2.12177446,1.79797258,1.060518026,6.509523503,6.093936148,5.558656224,4.729412435,3.822438183,3.427685335,3.123893685,2.425174385,5.0564942,4.641806787,4.106526863,3.27734476,2.370370508,1.975618378,1.671881489,0.995170848,1.621900563,0.70845868,0.38873037,0.113389895,0.005726089,0.005559365,0.005544927,0.005544927,3.086616567,3.086303282,2.88142205,2.735438949,2.054440863,1.720064164,1.416594925,0.938597823
48,Ceanothus,C,80,80,72,460800,1930194.526,13.04071939,48.21372929,21.65596574,40,40,40,133,85,80,93,45,40,59.33333333,3,1,1,1.666666667,14,23.78842148,0,-0.093492847,14,NA,NA,0.25193492,32,24,19,14,11,10,9,6,3,3,0,3,0,1,3,3,3,3,3,3,3,29,21,16,11,8,7,6,3,18,17,16,14,11,10,9,6,15,14,13,11,8,7,6,3,4,1,1,0,0,0,0,0,11,11,10,10,7,6,5,3,16,10,9,4,3,3,3,1,0.794252975,0.650884118,0.457705324,8.323963128,6.829718949,5.370634703,0.969260789,1.500097509,4.150600496,0.390812998,2.54988265,0.260525063,0.61434066,0.345912482,2.426985135,0.989054745,1.550777055,4.6240975,3.851716895,3.04442412,2.398673567,1.917549335,1.630717662,1.48325229,1.331148941,0.967946917,0.967946917,0.967863735,0.967863735,0.967862559,0.967771653,0.931483942,3.654862181,2.883769978,2.076477203,1.430809832,0.9496856,0.662855104,0.515480637,0.399664999,2.962093124,2.720040029,2.373264083,1.950845947,1.704650126,1.488378098,1.380827117,1.277413789,1.992857805,1.752093112,1.405317166,0.982982213,0.736786391,0.520515539,0.413055464,0.345929847,0.800741823,0.521935936,0.175529052,0.114089745,0.006749331,0.006528162,0.006499439,0.006499439,0.839356431,0.838997836,0.834780247,0.710365045,0.638296084,0.470032185,0.362972775,0.297914868
49,Ceanothus,C,64,32,48,98304,411774.8323,11.49582,52.25201547,20.14534186,40,40,40,,,,,,,,,,,,13,21.01626539,0,-0.020091223,3,NA,NA,0.035900378,12,8,6,4,2,2,2,2,1,0,1,1,0,0,1,1,1,1,1,1,1,11,7,5,3,1,1,1,1,6,5,5,4,2,2,2,2,5,4,4,3,1,1,1,1,3,1,0,0,0,0,0,0,2,2,2,1,0,0,0,0,9,5,4,2,1,1,1,1,0.347721976,0.441960014,0.106874438,3.762199498,4.596192648,1.27422306,0.694760013,0.5512587,1.106789239,0.325131823,0.683693289,0.589798988,0.617726722,0.275484699,0.669581682,0.17142347,0.417247723,3.556447368,2.894410383,2.270166834,1.794319847,1.531406923,1.357673517,1.259442724,1.063921331,0.693648062,0.693648062,0.69336132,0.69336132,0.693361169,0.693272733,0.678687982,2.861735385,2.200762321,1.576518773,1.100958526,0.838045603,0.664312349,0.566169991,0.385233349,2.264185523,2.128301922,1.902220254,1.654068296,1.452925964,1.310605238,1.221647188,1.035215056,1.56947354,1.434653861,1.208572192,0.960706976,0.759564644,0.617244069,0.528374455,0.356527074,0.460585901,0.24924606,0.127811413,0.046540966,0.020045862,0.019832404,0.019822778,0.019822778,0.957916685,0.957868357,0.898129351,0.86527665,0.697660599,0.564749981,0.476167949,0.353008809
